Subject,Date,Body,filepath
Fortinet Releases Security Updates for FortiADC,"Wed, 04 Jan 2023 16:23:13 +0000","    Fortinet Releases Security Updates for FortiADCYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Fortinet Releases Security Updates for FortiADC 01/04/2023  10:35 AM ESTOriginal release date: January 4, 2023Fortinet has released a security advisory to address a vulnerability in multiple versions of FortiADC. This vulnerability may allow a remote attacker “to execute unauthorized code or commands via specifically crafted HTTP requests.”CISA encourages users and administrators to review Fortinet security advisory FG-IR-22-061 and apply the recommended updates.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Fortinet_Releases_Security_Updates_for_FortiADC/index.html
CISA Adds Two Known Exploited Vulnerabilities to Catalog,"Fri, 30 Dec 2022 01:01:27 +0000","    CISA Adds Two Known Exploited Vulnerabilities to CatalogYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Adds Two Known Exploited Vulnerabilities to Catalog 12/29/2022  03:39 PM ESTOriginal release date: December 29, 2022CISA has added two new vulnerabilities to its Known Exploited Vulnerabilities Catalog, based on evidence of active exploitation. These types of vulnerabilities are frequent attack vectors for malicious cyber actors and pose significant risks to the federal enterprise. Note: To view the newly added vulnerabilities in the catalog, click on the arrow in the ""Date Added to Catalog"" column, which will sort by descending dates.Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities established the Known Exploited Vulnerabilities Catalog as a living list of known CVEs that carry significant risk to the federal enterprise. BOD 22-01 requires FCEB agencies to remediate identified vulnerabilities by the due date to protect FCEB networks against active threats. See the BOD 22-01 Fact Sheet for more information.Although BOD 22-01 only applies to FCEB agencies, CISA strongly urges all organizations to reduce their exposure to cyberattacks by prioritizing timely remediation of Catalog vulnerabilities as part of their vulnerability management practice. CISA will continue to add vulnerabilities to the Catalog that meet the specified criteria.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Adds_Two_Known_Exploited_Vulnerabilities_to_Catalog_6/index.html
CISA Releases Six Industrial Control Systems Advisories,"Tue, 20 Dec 2022 18:16:06 +0000","    CISA Releases Six Industrial Control Systems AdvisoriesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Releases Six Industrial Control Systems Advisories 12/20/2022  11:00 AM ESTOriginal release date: December 20, 2022CISA released six Industrial Control Systems (ICS) advisories on December 20, 2022. These advisories provide timely information about current security issues, vulnerabilities, and exploits surrounding ICS.CISA encourages users and administrators to review the newly released ICS advisories for technical details and mitigations:ICSA-22-354-01 Fuji Electric Tellus Lite V-SimulatorICSA-22-354-02 Rockwell Automation GuardLogix and ControlLogixICSA-22-354-03 ARC Informatique PcVueICSA-22-354-04 Rockwell Automation MicroLogix 1100 and 1400ICSA-22-354-05 Delta 4G Router DX-3021ICSA-22-349-01 Prosys OPC UA Simulation Server (Update A)",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Releases_Six_Industrial_Control_Systems_Advisories_2/index.html
Samba Releases Security Updates,"Fri, 16 Dec 2022 19:18:01 +0000","    Samba Releases Security UpdatesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Samba Releases Security Updates 12/16/2022  10:35 AM ESTOriginal release date: December 16, 2022The Samba Team has released security updates to address vulnerabilities in multiple versions of Samba. An attacker could exploit some of these vulnerabilities to take control of an affected system. CISA encourages users and administrators to review the following Samba security announcements and apply the necessary updates.  CVE-2022-38023  CVE-2022-37966   CVE-2022-37967  CVE-2022-45141 ",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Samba_Releases_Security_Updates/index.html
"FBI, FDA OCI, and USDA Release Joint Cybersecurity Advisory Regarding Business Email Compromise Schemes Used to Steal Food","Fri, 16 Dec 2022 17:17:54 +0000","    FBI, FDA OCI, and USDA Release Joint Cybersecurity Advisory Regarding Business Email Compromise Schemes Used to Steal FoodYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.FBI, FDA OCI, and USDA Release Joint Cybersecurity Advisory Regarding Business Email Compromise Schemes Used to Steal Food 12/16/2022  10:33 AM ESTOriginal release date: December 16, 2022The Federal Bureau of Investigation (FBI), the Food and Drug Administration Office of Criminal Investigations (FDA OCI), and the U.S. Department of Agriculture (USDA) have released a joint Cybersecurity Advisory (CSA) detailing recently observed incidents of criminal actors using business email compromise (BEC) to steal shipments of food products and ingredients valued at hundreds of thousands of dollars. The joint CSA analyzes the common tactics, techniques, and procedures (TTPs) utilized by criminal actors to spoof emails and domains to impersonate legitimate employees and order goods that went unpaid and were possibly resold at devalued prices with labeling that lacked industry standard “need-to-knows” (i.e., necessary information about ingredients, allergens, or expiration dates).For more information, CISA encourages organizations to review the guidance provided by the FBI, FDA OCI, and USDA in joint CSA Criminal Actors Use Business Email Compromise to Steal Large Shipments of Food Products and Ingredients—whereby businesses are urged “to use a risk-informed analysis to prepare for, mitigate, and respond to cyber incidents and cyber-enabled crime.”",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/FBI__FDA_OCI__and_USDA_Release_Joint_Cybersecurity_Advisory_Regarding_Business_Email_Compromise_Schemes_Used_to_Steal_Food/index.html
CISA Releases Forty-One Industrial Control Systems Advisories,"Fri, 16 Dec 2022 16:24:35 +0000","    CISA Releases Forty-One Industrial Control Systems AdvisoriesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Releases Forty-One Industrial Control Systems Advisories 12/15/2022  01:44 PM ESTOriginal release date: December 15, 2022CISA has released forty-one (41) Industrial Control Systems (ICS) advisories on 15 December 2022. These advisories provide timely information about current security issues, vulnerabilities, and exploits surrounding ICS.CISA encourages users and administrators to review the newly released ICS advisories for technical details and mitigations:ICSA-22-349-01 Prosys OPC UA SimulationICSA-22-349-02 Siemens SCALANCE X-200RNA Switch DevicesICSA-22-349-03 Siemens Multiple Denial of Service Vulnerabilities in Industrial ProductsICSA-22-349-04 Siemens Multiple Vulnerabilities in SCALANCE ProductsICSA-22-349-05 Siemens PLM Help ServerICSA-22-349-06 Siemens SIMATIC WinCC OA Ultralight ClientICSA-22-349-07 Siemens Simcenter STAR-CCM+ICSA-22-349-08 Siemens Polarion ALMICSA-22-349-09 Siemens Products affected by OpenSSL 3.0ICSA-22-349-10 Siemens APOGEE_TALON Field PanelsICSA-22-349-11 Siemens SIPROTEC 5 DevicesICSA-22-349-12 Siemens ParasolidICSA-22-349-13 Siemens Mendix Workflow CommonsICSA-22-349-14 Siemens SISCO MMS-EASE Third Party ComponentICSA-22-349-15 Siemens Teamcenter Visualization and JT2GoICSA-22-349-16 Siemens APOGEE and TALONICSA-22-349-17 Siemens Mendix Email ConnectorICSA-22-349-18 Siemens SCALANCE SC-600 FamilyICSA-22-349-19 Siemens SICAM PASICSA-22-349-20 Siemens Teamcenter Visualization and JT2GoICSA-22-349-21 Siemens SCALANCE X-200RNA Switch DevicesICSA-21-012-02 Siemens SCALANCE X Switches (Update C)ICSA-20-014-03 Siemens SCALANCE X Switches (Update B)ICSA-20-042-07 Siemens SCALANCE X Switches (Update C)ICSA-22-069-01 Siemens RUGGEDCOM Devices (Update D)ICSA-21-222-05 Siemens Industrial Products Intel CPUs (Update G)ICSA-20-161-04 Siemens SIMATIC, SINAMICS, SINEC, SINEMA, SINUMERIK (Update K)ICSA-22-286-09 Siemens SICAM P850 and P855 Devices (Update A)ICSA-22-286-11 Siemens SCALANCE and RUGGEDCOM Products (Update B)ICSA-22-258-04 Siemens Mendix SAML Module (Update B)ICSA-22-104-06 Siemens PROFINET Stack Integrated on Interniche Stack (Update E)ICSA-22-286-07 Siemens Nucleus RTOS FTP Server (Update A)ICSA-22-314-09 Siemens Teamcenter Visualization and JT2Go (Update A)ICSA-22-314-02 Siemens Missing Web Server Login Page of Industrial Controllers (Update A)ICSA-22-167-14 Siemens OpenSSL Affected Industrial Products (Update E)ICSA-22-132-05 Siemens Industrial PCs and CNC devices (Update A)ICSA-22-104-13 Siemens SIMATIC S7-1500 CPU GNU Linux subsystem (Update A)ICSA-18-163-02 Siemens SCALANCE X Switches (Update B)ICSA-22-132-12 Siemens Industrial Products (Update C)ICSA-20-105-08 Siemens KTK, SIDOOR, SIMATIC, and SINAMICS (Update D)ICSA-19-283-02 Siemens Profinet Devices (Update L)",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Releases_Forty_One_Industrial_Control_Systems_Advisories/index.html
Drupal Releases Security Updates to Address Vulnerabilities in H5P and File (Field) Paths,"Thu, 15 Dec 2022 16:54:37 +0000","    Drupal Releases Security Updates to Address Vulnerabilities in H5P and File (Field) PathsYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Drupal Releases Security Updates to Address Vulnerabilities in H5P and File (Field) Paths 12/15/2022  10:02 AM ESTOriginal release date: December 15, 2022Drupal has released security updates to address vulnerabilities affecting H5P and the File (Field) Paths modules for Drupal 7.x. An attacker could exploit these vulnerabilities to access sensitive information and remotely execute code.CISA encourages users and administrators to review Drupal’s security advisories SA-CONTRIB-2022-064 and SA-CONTRIB-2022-065 and apply the necessary update.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Drupal_Releases_Security_Updates_to_Address_Vulnerabilities_in_H5P_and_File__Field__Paths/index.html
CISA Consolidates Twitter Accounts,"Thu, 15 Dec 2022 16:24:27 +0000","    CISA Consolidates Twitter AccountsYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Consolidates Twitter Accounts 12/15/2022  09:34 AM ESTOriginal release date: December 15, 2022CISA has consolidated its social media presence on Twitter. Three accounts — @ICSCERT, @Cyber, and @CISAInfraSec — are no longer active. Additionally, the @USCERT_gov Twitter account is now renamed @CISACyber. The following current active Twitter accounts will include posts on content previously covered on the now-inactive accounts.@CISACyber will cover updates relevant to the industrial control systems community along with the latest vulnerability management info, threat analysis, and other info relevant to the cybersecurity community.@CISAgov will continue to provide agencywide content or non-urgent ICS updates.@CISAJen will continue to include posts across a variety of topics coming straight from the CISA director.CISA encourages followers of the @ICSCERT, @Cyber, and @CISAInfraSec Twitter accounts to follow @CISACyber and @CISAgovTwitter accounts to keep receiving important CISA messages and information.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Consolidates_Twitter_Accounts/index.html
VMware Releases Security Updates for Multiple products,"Tue, 13 Dec 2022 22:12:50 +0000","    VMware Releases Security Updates for Multiple productsYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated and is now available.VMware Releases Security Updates for Multiple products 12/13/2022  11:56 AM ESTOriginal release date: December 13, 2022VVMware has released security updates to address multiple vulnerabilities in multiple products. A remote attacker could exploit some of these vulnerabilities to take control of an affected system.CISA encourages users and administrators to review VMware Security Advisories VMSA-2022-0031, VMSA-2022-0033, and apply the necessary updates.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/VMware_Releases_Security_Updates_for_Multiple_products/index.html
Apple Releases Security Updates for Multiple Products,"Tue, 13 Dec 2022 22:06:52 +0000","    Apple Releases Security Updates for Multiple ProductsYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Apple Releases Security Updates for Multiple Products 12/13/2022  03:43 PM ESTOriginal release date: December 13, 2022Apple has released security updates to address vulnerabilities in multiple products. An attacker could exploit some of these vulnerabilities to take control of an affected device.CISA encourages users and administrators to review the Apple security updates page for the following products and apply the necessary updates as soon as possible:iCloud for Windows 14.1Safari 16.2macOS Monterey 12.6.2macOS Big Sur 11.7.2tvOS 16.2watchOS 9.2iOS 15.7.2 and iPadOS 15.7.2iOS 16.2 and iPadOS 16.2macOS Ventura 13.1",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Apple_Releases_Security_Updates_for_Multiple_Products_5/index.html
Microsoft Releases December 2022 Security Updates,"Tue, 13 Dec 2022 21:07:20 +0000","    Microsoft Releases December 2022 Security UpdatesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Microsoft Releases December 2022 Security Updates 12/13/2022  02:43 PM ESTOriginal release date: December 13, 2022Microsoft has released updates to address multiple vulnerabilities in Microsoft software. An attacker can exploit some of these vulnerabilities to take control of an affected system.CISA encourages users and administrators to review Microsoft’s December 2022 Security Update Guide and Deployment Information and apply the necessary updates.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Microsoft_Releases_December_2022_Security_Updates/index.html
CISA Updates Advisory on #StopRansomware: Cuba Ransomware,"Tue, 13 Dec 2022 20:27:28 +0000","    CISA Updates Advisory on #StopRansomware: Cuba RansomwareYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Updates Advisory on #StopRansomware: Cuba Ransomware 12/13/2022  12:59 PM ESTOriginal release date: December 13, 2022The Federal Bureau of Investigation (FBI) and CISA have updated joint Cybersecurity Advisory AA22-335A: #StopRansomware: Cuba Ransomware, originally released on December 01, 2022. The advisory has been updated to include additional indicators of compromise (IOCs).CISA encourages organizations to review the latest update to AA22-335A and apply the recommended mitigations.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Updates_Advisory_on__StopRansomware__Cuba_Ransomware/index.html
"NSA, CISA, and ODNI Release Guidance on Potential Threats to 5G Network Slicing","Tue, 13 Dec 2022 20:20:02 +0000","    NSA, CISA, and ODNI Release Guidance on Potential Threats to 5G Network SlicingYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.NSA, CISA, and ODNI Release Guidance on Potential Threats to 5G Network Slicing 12/13/2022  08:51 AM ESTOriginal release date: December 13, 2022Today, the National Security Agency (NSA), CISA, and the Office of the Director of National Intelligence (ODNI), published Potential Threats to 5G Network Slicing. This guidance—created by the Enduring Security Framework (ESF), a public-private cross-sector working group led by the NSA and CISA—presents both the benefits and risks associated with 5G network slicing. It also provides mitigation strategies that address potential threats to 5G network slicing. The guidance builds upon ESF’s Potential Threat Vectors to 5G Infrastructure, published in 2021.CISA encourages 5G providers, integrators, and network operators to review this guidance and implement the recommended mitigations. For additional 5G guidance, visit CISA.gov/5G-library.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/NSA__CISA__and_ODNI_Release_Guidance_on_Potential_Threats_to_5G_Network_Slicing/index.html
Mozilla Releases Security Updates for Thunderbird and Firefox,"Tue, 13 Dec 2022 20:13:31 +0000","    Mozilla Releases Security Updates for Thunderbird and FirefoxYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Mozilla Releases Security Updates for Thunderbird and Firefox 12/13/2022  12:00 PM ESTOriginal release date: December 13, 2022Mozilla has released security updates to address vulnerabilities in Thunderbird, Firefox ESR, and Firefox. An attacker could exploit these vulnerabilities to take control of an affected system. CISA encourages users and administrators to review Mozilla’s security advisories for Thunderbird 102.6, Firefox ESR 102.6, and Firefox 108 for more information and apply the necessary updates.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Mozilla_Releases_Security_Updates_for_Thunderbird_and_Firefox/index.html
CISA Releases Three Industrial Control Systems Advisories,"Tue, 13 Dec 2022 19:37:43 +0000","    CISA Releases Three Industrial Control Systems AdvisoriesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Releases Three Industrial Control Systems Advisories 12/13/2022  08:37 AM ESTOriginal release date: December 13, 2022CISA has released three (3) Industrial Control Systems (ICS) advisories on December 13, 2022. These advisories provide timely information about current security issues, vulnerabilities, and exploits surrounding ICS.CISA encourages users and administrators to review the newly released ICS advisories for technical details and mitigations:•    ICSA-22-347-01 ICONICS and Mitsubishi Electric Products•    ICSA-22-347-02 Schneider Electric APC Easy UPS Online•    ICSA-22-347-03 Contec CONPROSSYS HMI System (CHS)",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Releases_Three_Industrial_Control_Systems_Advisories_3/index.html
"Citrix Releases Security Updates for Citrix ADC, Citrix Gateway","Tue, 13 Dec 2022 18:53:44 +0000","    Citrix Releases Security Updates for Citrix ADC, Citrix GatewayYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Citrix Releases Security Updates for Citrix ADC, Citrix Gateway 12/13/2022  12:02 PM ESTOriginal release date: December 13, 2022Citrix has released security updates to address a critical vulnerability ( CVE-2022-27518 ) in Citrix ADC and Citrix Gateway. An attacker could exploit this vulnerability to take control of an affected system. This vulnerability has been exploited in the wild.CISA encourages users and administrators to review Citrix security bulletin CTX457836 and Citrix’s blog post for more information and to apply the necessary updates. Additionally, CISA urges organizations to review NSA’s advisory APT5: Citrix ADC Threat Hunting Guidance for detection and mitigation guidance against tools employed by a malicious actor targeting vulnerable Citrix ADC systems.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Citrix_Releases_Security_Updates_for_Citrix_ADC__Citrix_Gateway/index.html
Fortinet Releases Security Updates for FortiOS,"Mon, 12 Dec 2022 21:16:16 +0000","    Fortinet Releases Security Updates for FortiOSYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Fortinet Releases Security Updates for FortiOS 12/12/2022  02:57 PM ESTOriginal release date: December 12, 2022Fortinet has released security updates to address a heap-based buffer overflow vulnerability ( CVE-2022-42475 ) in FortiOS. An attacker could exploit this vulnerability to take control of an affected system. This vulnerability has been exploited in the wild. CISA encourages users and administrators to review Fortinet security advisory FG-IR-22-368, apply the necessary updates, and validate systems against the IOCs listed in the advisory. ",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Fortinet_Releases_Security_Updates_for_FortiOS/index.html
"Vulnerability Summary for the Week of December 5, 2022","Mon, 12 Dec 2022 21:15:19 +0000","    Vulnerability Summary for the Week of December 5, 2022You are subscribed to Vulnerability Bulletins for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Vulnerability Summary for the Week of December 5, 2022 12/12/2022  09:49 AM ESTOriginal release date: December 12, 2022 High VulnerabilitiesPrimaryVendor -- ProductDescriptionPublishedCVSS ScoreSource & Patch Infoactiverecord_project -- activerecordA possible escalation to RCE vulnerability exists when using YAML serialized columns in Active Record < 7.0.3.1, <6.1.6.1, <6.0.5.1 and <5.2.8.1 which could allow an attacker, that can manipulate data in the database (via means like SQL injection), the ability to escalate to an RCE.2022-12-059.8 CVE-2022-32224 MISCMISCalgan -- prens_student_information_systemAlgan YazÄ±lÄ±m Prens Student Information System product has an unauthenticated SQL Injection vulnerability.2022-12-029.8 CVE-2022-2807 CONFIRMalgan -- prens_student_information_systemAlgan Yaz?l?m Prens Student Information System product has an authenticated Insecure Direct Object Reference (IDOR) vulnerability.2022-12-028.8 CVE-2022-2808 CONFIRMamentotech -- workreapThe Workreap WordPress theme before 2.6.3 has a vulnerability with the notifications feature as it's possible to read any user's notification (employer or freelancer) as the notification ID is brute-forceable.2022-12-057.5 CVE-2022-3846 MISCami -- megarac_sp-xMegaRAC Default Credentials Vulnerability2022-12-059.8 CVE-2022-40242 MISCami -- megarac_sp-xAMI MegaRAC Redfish Arbitrary Code Execution2022-12-059.8 CVE-2022-40259 MISCami -- megarac_sp-xAMI MegaRAC User Enumeration Vulnerability2022-12-057.5 CVE-2022-2827 MISCapache -- camelThe camel-ldap component allows LDAP Injection when using the filter option. Users are recommended to either move to the Camel-Spring-Ldap component (which is not affected) or upgrade to 3.14.6 or 3.18.4.2022-12-059.8 CVE-2022-45046 CONFIRMMLISTapache -- tapestry** UNSUPPORTED WHEN ASSIGNED ** Apache Tapestry 3.x allows deserialization of untrusted data, leading to remote code execution. This issue is similar to but distinct from  CVE-2020-17531 , which applies the the (also unsupported) 4.x version line. NOTE: This vulnerability only affects Apache Tapestry version line 3.x, which is no longer supported by the maintainer. Users are recommended to upgrade to a supported version line of Apache Tapestry.2022-12-029.8 CVE-2022-46366 CONFIRMMLISTMISCavast -- avastA vulnerability within the malware removal functionality of Avast and AVG Antivirus allowed an attacker with write access to the filesystem, to escalate his privileges in certain scenarios. The issue was fixed with Avast and AVG Antivirus version 22.10.2022-12-068.8 CVE-2022-4173 MISCayacms_project -- ayacmsAyaCMS 3.1.2 is vulnerable to Remote Code Execution (RCE).2022-12-079.8 CVE-2022-45550 MISCMISCayacms_project -- ayacmsAyaCMS v3.1.2 has an Arbitrary File Upload vulnerability.2022-12-068.8 CVE-2022-45548 MISCbackground_management_system_project -- background_management_systemA vulnerability was found in Shaoxing Background Management System. It has been declared as critical. This vulnerability affects unknown code of the file /Default/Bd. The manipulation of the argument id leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-214774 is the identifier assigned to this vulnerability.2022-12-039.8 CVE-2022-4277 N/AN/Abeappsmobile -- pc_keyboard_wifi amp;bluetoothPC Keyboard allows remote unauthenticated users to send instructions to the server to execute arbitrary code without any previous authorization or authentication. CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H2022-12-059.8 CVE-2022-45479 MISCcacti -- cactiCacti is an open source platform which provides a robust and extensible operational monitoring and fault management framework for users. In affected versions a command injection vulnerability allows an unauthenticated user to execute arbitrary code on a server running Cacti, if a specific data source was selected for any monitored device. The vulnerability resides in the `remote_agent.php` file. This file can be accessed without authentication. This function retrieves the IP address of the client via `get_client_addr` and resolves this IP address to the corresponding hostname via `gethostbyaddr`. After this, it is verified that an entry within the `poller` table exists, where the hostname corresponds to the resolved hostname. If such an entry was found, the function returns `true` and the client is authorized. This authorization can be bypassed due to the implementation of the `get_client_addr` function. The function is defined in the file `lib/functions.php` and checks serval `$_SERVER` variables to determin",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Vulnerability_Summary_for_the_Week_of_December_5__2022/index.html
Cisco Releases Security Advisory for IP Phone 7800 and 8800 Series,"Fri, 09 Dec 2022 20:49:40 +0000","    Cisco Releases Security Advisory for IP Phone 7800 and 8800 SeriesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.Cisco Releases Security Advisory for IP Phone 7800 and 8800 Series 12/09/2022  10:59 AM ESTOriginal release date: December 9, 2022Cisco released a security advisory for a vulnerability affecting IP Phone 7800 and 8800 Series. A remote attacker could exploit this vulnerability to cause a denial-of-service condition. For more information, see the Cisco Security Advisories page.CISA encourages users and administrators to review Cisco IP Phone 7800 and 8800 Series Cisco Discovery Protocol Stack Overflow Vulnerability and apply the necessary updates.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/Cisco_Releases_Security_Advisory_for_IP_Phone_7800_and_8800_Series/index.html
CISA Releases Phishing Infographic,"Thu, 08 Dec 2022 21:13:24 +0000","    CISA Releases Phishing InfographicYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Releases Phishing Infographic 12/08/2022  01:07 PM ESTOriginal release date: December 8, 2022Today, CISA published a Phishing Infographic to help protect both organizations and individuals from successful phishing operations. This infographic provides a visual summary of how threat actors execute successful phishing operations. Details include metrics that compare the likelihood of certain types of “bait” and how commonly each bait type succeeds in tricking the targeted individual. The infographic also provides detailed actions organizations and individuals can take to prevent successful phishing operations—from blocking phishing attempts to teaching individuals how to report successful phishing operations.",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Releases_Phishing_Infographic/index.html
CISA Releases Three Industrial Control Advisories,"Thu, 08 Dec 2022 18:25:28 +0000","    CISA Releases Three Industrial Control AdvisoriesYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Releases Three Industrial Control Advisories 12/08/2022  12:00 PM ESTOriginal release date: December 8, 2022CISA has released three (3) Industrial Control Systems (ICS) advisories on 08 December 2022. These advisories provide timely information about current security issues, vulnerabilities, and exploits surrounding ICS.CISA encourages users and administrators to review the newly released ICS advisories for technical details and mitigations:ICSA-22-342-01 Advantech iViewICSA-22-342-02 AVEVA InTouch Access AnywhereICSA-22-342-03 Rockwell Automation Logix Controllers ",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Releases_Three_Industrial_Control_Advisories/index.html
CISA Adds One Known Exploited Vulnerability to Catalog,"Mon, 05 Dec 2022 23:50:53 +0000","    CISA Adds One Known Exploited Vulnerability to CatalogYou are subscribed to Cybersecurity Advisories for Cybersecurity and Infrastructure Security Agency. This information has recently been updated, and is now available.CISA Adds One Known Exploited Vulnerability to Catalog 12/05/2022  01:13 PM ESTOriginal release date: December 5, 2022CISA has added one new vulnerability to its Known Exploited Vulnerabilities Catalog, based on evidence of active exploitation. This type of vulnerability is a frequent attack vector for malicious cyber actors and pose significant risk to the federal enterprise. Note: To view the newly added vulnerabilities in the catalog, click on the arrow in the ""Date Added to Catalog"" column, which will sort by descending dates.Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities established the Known Exploited Vulnerabilities Catalog as a living list of known CVEs that carry significant risk to the federal enterprise. BOD 22-01 requires FCEB agencies to remediate identified vulnerabilities by the due date to protect FCEB networks against active threats. See the BOD 22-01 Fact Sheet for more information.   Although BOD 22-01 only applies to FCEB agencies, CISA strongly urges all organizations to reduce their exposure to cyberattacks by prioritizing timely remediation of Catalog vulnerabilities as part of their vulnerability management practice. CISA will continue to add vulnerabilities to the Catalog that meet the specified criteria. ",/Users/Jupiter/Desktop/Python_for_Data_Science/ChatGPT4All_good/spam_data/CISA_Adds_One_Known_Exploited_Vulnerability_to_Catalog_17/index.html
